,nombre,num
,@Escipion87,0
,@El_Comediante,0
,@Haokarlos,0
,@antpgar,0
,@Goldo4125,0
,Juan,0
,@CarreMSF,0
,@Orchryst,0
,@Lapipol,0
,Luis,0
,@AITORDELIA,0
,@Mononoke0614,0
,@Kurgan,0
,@IDavila,0
,@Ismaelaz,0
,@Puigdemont,0
,Tomqui,0
,@AleixRisco,0
,@saetix,0
,@DiGuti85,0
,@ConyandanteJefe,0
,@Sevoftalta,0
